Pernes-les-Fontaines,11464,44.00N,5.05E
Perols,9521,43.57N,3.95E
Perpignan,111669,42.70N,2.89E
Pertuis,21815,43.70N,5.49E
Pessac,58875,44.80N,0.66W
Pierre-Benite,9987,45.70N,4.82E
Pierrefitte-sur-Seine,30186,48.96N,2.36E
Pierrelatte,13109,44.38N,4.68E
Pithiviers,9824,48.18N,2.25E
Plaisance-du-Touch,22876,43.57N,1.30E
Plaisir,41403,48.81N,1.95E
Plan-de-Cuques,11738,43.35N,5.48E
Plerin,14863,48.55N,2.77W
Ploemeur,22316,47.73N,3.43W
Ploufragan,12227,48.49N,2.79W
Plougastel-Daoulas,15018,48.38N,4.38W
Plouzane,14091,48.39N,4.62W
Poissy,37252,48.93N,2.04E
Poitiers,85648,46.58N,0.34E
Pont-a-Mousson,15717,48.91N,6.05E
Pontarlier,21224,46.91N,6.35E
Pont-Audemer,9840,49.35N,0.50E
Pontault-Combault,44582,48.79N,2.61E
Pont-du-Chateau,9670,45.80N,3.25E
Pontivy,18622,48.06N,2.98W
Pontoise,32220,49.05N,2.09E
Pont-Sainte-Maxence,14832,49.31N,2.60E
Pont-Saint-Esprit,10227,44.26N,4.63E
Pornic,13777,47.12N,2.10W
Pornichet,11306,47.25N,2.35W
Port-de-Bouc,15273,43.42N,4.97E
Portet-sur-Garonne,10672,43.52N,1.42E
Porto-Vecchio,13172,41.60N,9.27E
Privas,9439,44.73N,4.58E
Provins,13393,48.56N,3.30E
Puteaux,40981,48.88N,2.23E
Quetigny,10766,47.31N,5.11E
Queven,9817,47.78N,3.42W
Quimper,62375,47.99N,4.11W
Quimperle,13207,47.87N,3.55W
Raismes,13621,50.38N,3.48E
Rambouillet,28206,48.65N,1.82E
Ramonville-Saint-Agne,12949,43.55N,1.47E
Redon,9544,47.65N,2.08W
Reims,205102,49.25N,4.03E
Remiremont,9456,48.01N,6.59E
Rennes,210165,48.11N,1.68W
Reze,42374,47.19N,1.54W
Riediesheim,12944,47.75N,7.35E
Rillieux-la-Pape,27415,45.82N,4.91E
Riom,20763,45.90N,3.11E
Riorges,11157,46.05N,4.04E
Ris-Orangis,25862,48.66N,2.41E
Rive-de-Gier,13838,45.57N,4.67E
Rixheim,14238,47.77N,7.40E
Roanne,39489,46.05N,4.07E
Rochefort,31180,45.95N,0.96W
Roche-la-Moliere,10536,45.44N,4.32E
Rodez,30001,44.36N,2.57E
Rognac,12831,43.49N,5.23E
Roissy-en-Brie,22284,48.80N,2.65E
Romainville,25836,48.89N,2.44E
Romans-sur-Isere,36053,45.06N,5.04E
Rombas,11003,49.25N,6.10E
Romilly-sur-Seine,14476,48.52N,3.72E
Romorantin-Lanthenay,20818,47.36N,1.74E
Ronchin,18500,50.60N,3.09E
Roncq,13900,50.76N,3.12E
Roquebrune-Cap-Martin,11808,43.77N,7.47E
Roquebrune-sur-Argens,13445,43.44N,6.63E
Rosny-sous-Bois,44213,48.88N,2.48E
Roubaix,93935,50.69N,3.17E
Rouen,115630,49.44N,1.08E
Royan,20021,45.63N,0.99W
Rueil-Malmaison,79507,48.89N,2.17E
Rumilly,14407,45.87N,5.94E
Sable-sur-Sarthe,16044,47.84N,0.34W
Saint-Amand-les-Eaux,18202,50.45N,3.43E
Saint-Amand-Montrond,12055,46.72N,2.49E
Saint-Andre-les-Vergers,11340,48.29N,4.06E
Saint-Andre-lez-Lille,10476,50.67N,3.05E
Saint-Ave,9386,47.68N,2.75W
Saint-Avertin,17629,47.36N,0.73E
Saint-Avold,18953,49.11N,6.71E
Saint-Brevin-les-Pins,11105,47.25N,2.17W
Saint-Brice-sous-Foret,14690,49.00N,2.35E
Saint-Brieuc,57134,48.52N,2.77W
Saint-Chamond,37990,45.49N,4.50E
Saint-Claude,13127,46.41N,5.86E
Saint-Cloud,29660,48.84N,2.19E
Saint-Cyprien,9844,42.62N,3.01E
Saint-Cyr-l'Ecole,17041,48.81N,2.07E
Saint-Cyr-sur-Loire,18232,47.40N,0.65E
Saint-Cyr-sur-Mer,15689,43.18N,5.72E
Saint-Denis,104881,48.94N,2.36E
Saint-Die,25396,48.29N,6.95E
Saint-Dizier,31891,48.65N,4.95E
Saint-Doulchard,9582,47.11N,2.35E
Sainte-Foy-les-Lyon,22203,45.74N,4.79E
Sainte-Genevieve-des-Bois,35414,48.64N,2.32E
Saint-Egreve,16020,45.23N,5.68E
Sainte-Luce-sur-Loire,14756,47.25N,1.50W
Sainte-Maxime,15228,43.32N,6.62E
Saintes,31172,45.75N,0.62W
Sainte-Savine,11984,48.31N,4.04E
Saint-Esteve,10560,42.70N,2.85E
Saint-Etienne,169895,45.43N,4.39E
Saint-Etienne-du-Rouvray,28189,49.40N,1.10E
Saint-Fargeau-Ponthierry,13063,48.54N,2.55E
Saint-Fons,16278,45.71N,4.85E
Saint-Gaudens,12637,43.12N,0.70E
Saint-Genis-Laval,21795,45.69N,4.80E
Saint-Germain-en-Laye,42617,48.90N,2.10E
Saint-Gilles,13904,43.69N,4.42E
Saint-Gratien,20378,48.97N,2.27E
Saint-Herblain,49403,47.21N,1.65W
Saint-Hilaire-de-Riez,9913,46.72N,1.95W
Saint-Jean,9732,43.67N,1.50E
Saint-Jean-de-Braye,21309,47.91N,1.95E
Saint-Jean-de-la-Ruelle,18031,47.91N,1.89E
Saint-Jean-de-Luz,15138,43.40N,1.66W
Saint-Jean-de-Maurienne,9636,45.28N,6.33E
Saint-Jean-de-Vedas,9821,43.58N,3.84E
Saint-Jean-le-Blanc,9394,47.90N,1.92E
Saint-Julien-en-Genevois,10855,46.13N,6.08E
Saint-Junien,12212,45.89N,0.89E
Saint-Just-Saint-Rambert,15161,45.50N,4.25E
Saint-Laurent-du-Var,31851,43.68N,7.21E
Saint-Leu-la-Foret,17067,49.01N,2.24E
Saint-Lo,21670,49.13N,1.11W
Saint-Louis,21202,47.60N,7.55E
Saint-Malo,49893,48.66N,2.01W
Saint-Mande,22768,48.84N,2.40E
Saint-Martin-Boulogne,12931,50.74N,1.62E
Saint-Martin-de-Crau,11884,43.65N,4.80E
Saint-Martin-d'Heres,39279,45.17N,5.75E
Saint-Maur-des-Fosses,77564,48.80N,2.49E
Saint-Maurice,15908,48.83N,2.41E
Saint-Max,11169,48.71N,6.20E
Saint-Maximin-la-Sainte-Baume,17988,43.47N,5.85E
Saint-Medard-en-Jalles,33055,44.90N,0.72W
Saint-Michel-sur-Orge,21373,48.64N,2.30E
Saint-Nazaire,66643,47.28N,2.22W
Saint-Omer,19777,50.76N,2.25E
Saint-Orens-de-Gameville,13844,43.56N,1.53E
Saint-Ouen,39380,48.91N,2.34E
Saint-Ouen-l'Aumone,22633,49.05N,2.10E
Saint-Paul-les-Dax,12842,43.75N,1.04W
Saint-Pierre-des-Corps,14558,47.39N,0.72E
Saint-Pol-sur-Mer,23615,51.03N,2.35E
Saint-Priest,41862,45.69N,4.93E
Saint-Quentin,51607,49.85N,3.28E
Saint-Raphaël,38717,43.44N,6.76E
Saint-Remy-de-Provence,11148,43.80N,4.82E
Saint-Saulve,11386,50.37N,3.55E
Saint-Sebastien-sur-Loire,32746,47.22N,1.51W
Saint-Vallier,9554,46.65N,4.35E
Sallanches,18432,45.94N,6.62E
Sallaumines,10527,50.42N,2.86E
Salon-de-Provence,44761,43.66N,5.08E
Sanary-sur-Mer,21194,43.13N,5.80E
Sannois,28139,48.98N,2.24E
Saran,17398,47.95N,1.88E
Sarcelles,58595,49.00N,2.38E
Sarlat-la-Caneda,11635,44.90N,1.20E
Sarrebourg,15204,48.74N,7.05E
Sarreguemines,24970,49.12N,7.06E
Sartrouville,57474,48.94N,2.18E
Sassenage,11229,45.20N,5.67E
Saumur,35082,47.27N,0.08W
Saverne,13177,48.75N,7.36E
Savigny-le-Temple,29733,48.57N,2.58E
Savigny-sur-Orge,43176,48.69N,2.35E
Sceaux,23394,48.78N,2.29E
Schiltigheim,33205,48.60N,7.74E
Seclin,12216,50.55N,3.02E
Sedan,20608,49.70N,4.92E
Selestat,20113,48.26N,7.44E
Senlis,21077,49.21N,2.59E
Sens,29214,48.20N,3.27E
Septemes-les-Vallons,10287,43.41N,5.37E
Sete,40306,43.41N,3.68E
Sevran,48158,48.93N,2.52E
Sevres,24957,48.82N,2.21E
Seynod,20217,45.88N,6.07E
Seyssinet-Pariset,13647,45.17N,5.67E
Sin-le-Noble,18142,50.37N,3.11E
Six-Fours-les-Plages,40232,43.10N,5.83E
Soissons,31573,49.39N,3.32E
Soisy-sous-Montmorency,18177,48.98N,2.29E
Sollies-Pont,13204,43.19N,6.03E
Somain,12449,50.36N,3.28E
Sorgues,18740,44.05N,4.87E
Sotteville-les-Rouen,30778,49.42N,1.09E
Soyaux,11652,45.65N,0.19E
Stains,32687,48.95N,2.35E
Stiring-Wendel,12903,49.20N,6.92E
Strasbourg,280261,48.58N,7.76E
Sucy-en-Brie,25377,48.76N,2.52E
Suresnes,49276,48.87N,2.22E
Talant,11811,47.33N,5.01E
Talence,45957,44.82N,0.57W
Tarare,10913,45.90N,4.42E
Tarascon,16546,43.82N,4.65E
Tarbes,54334,43.24N,0.08E
Tarnos,12589,43.55N,1.48W
Tassin-la-Demi-Lune,17565,45.75N,4.81E
Taverny,28733,49.02N,2.19E
Tergnier,15687,49.66N,3.27E
Thiais,31284,48.76N,2.38E
Thiers,13486,45.86N,3.54E
Thionville,46079,49.36N,6.15E
Thonon-les-Bains,33088,46.38N,6.46E
Thorigny-sur-Marne,10782,48.88N,2.72E
Thouars,11859,46.99N,0.22W
Tinqueux,10374,49.25N,3.97E
Tonneins,10053,44.39N,0.31E
Torcy,27325,48.83N,2.66E
Toul,17862,48.68N,5.88E
Toulon,169284,43.13N,5.92E
Toulouse,458600,43.62N,1.45E
Tourcoing,89572,50.72N,3.16E
Tourlaville,18438,49.63N,1.57W
Tournefeuille,35413,43.59N,1.34E
Tournon-sur-Rhone,12436,45.07N,4.84E
Tours,146428,47.38N,0.69E
Trappes,28273,48.79N,2.00E
Trelaze,12437,47.46N,0.47W
Tremblay-en-France,39372,48.99N,2.55E
Trets,10119,43.45N,5.68E
Triel-sur-Seine,14106,48.99N,2.00E
Troyes,60170,48.30N,4.08E
Tulle,17368,45.26N,1.76E
Ussel,11674,45.55N,2.30E
Vaires-sur-Marne,13360,48.88N,2.63E
Valbonne,14068,43.64N,6.99E
Val-de-Reuil,17331,49.28N,1.20E
Valence,61906,44.94N,4.89E
Valenciennes,47088,50.37N,3.52E
Valentigney,12503,47.46N,6.83E
Valenton,12585,48.75N,2.45E
Vallauris,28722,43.58N,7.04E
Valreas,10762,44.39N,4.98E
Vandoeuvre-les-Nancy,31123,48.65N,6.17E
Vannes,54428,47.66N,2.76W
Vanves,26770,48.83N,2.27E
Varennes-Vauzelles,10403,46.99N,3.14E
Vaulx-en-Velin,35729,45.79N,4.91E
Vaureal,25659,49.03N,2.03E
Vauvert,10939,43.70N,4.26E
Vaux-le-Penil,12822,48.53N,2.67E
Vedene,10062,43.98N,4.90E
Velizy-Villacoublay,22656,48.79N,2.18E
Vence,20197,43.73N,7.09E
Vendome,19940,47.79N,1.07E
Venissieux,58223,45.69N,4.86E
Verdun,22214,49.17N,5.39E
Verneuil-sur-Seine,19005,48.99N,1.97E
Vernon,26698,49.10N,1.47E
Vernouillet,11883,48.73N,1.34E
Vernouillet,10484,48.97N,1.98E
Verrieres-le-Buisson,17604,48.75N,2.26E
Versailles,84225,48.81N,2.14E
Vertou,25275,47.17N,1.48W
Vesoul,20826,47.63N,6.15E
Vichy,26987,46.14N,3.43E
Vienne,33541,45.53N,4.87E
Vierzon,29284,47.22N,2.06E
Vieux-Conde,10766,50.46N,3.56E
Vigneux-sur-Seine,27903,48.70N,2.41E
Villebon-sur-Yvette,10567,48.70N,2.25E
Villecresnes,9622,48.72N,2.53E
Ville-d'Avray,12138,48.82N,2.17E
Villefontaine,21265,45.61N,5.15E
Villefranche-de-Rouergue,14833,44.36N,2.02E
Villefranche-sur-Saone,34486,45.99N,4.72E
Villejuif,49155,48.80N,2.39E
Villemomble,29120,48.89N,2.50E
Villenave-d'Ornon,32366,44.76N,0.56W
Villeneuve-d'Ascq,59070,50.62N,3.14E
Villeneuve-la-Garenne,22015,48.93N,2.30E
Villeneuve-le-Roi,17167,48.74N,2.40E
Villeneuve-les-Avignon,14464,43.98N,4.79E
Villeneuve-Loubet,15641,43.66N,7.10E
Villeneuve-Saint-Georges,33146,48.74N,2.45E
Villeneuve-sur-Lot,27152,44.42N,0.70E
Villeneuve-Tolosane,10088,43.52N,1.33E
Villeparisis,26595,48.95N,2.60E
Villepinte,40729,48.97N,2.53E
Villepreux,10260,48.83N,2.02E
Villers-Cotterets,10053,49.25N,3.08E
Villers-les-Nancy,15738,48.67N,6.14E
Villerupt,9687,49.48N,5.93E
Villetaneuse,12326,48.96N,2.33E
Villeurbanne,135093,45.77N,4.88E
Villiers-le-Bel,28038,49.01N,2.38E
Villiers-sur-Marne,34127,48.84N,2.55E
Vincennes,48424,48.85N,2.44E
Vire,15140,48.86N,0.89W
Viroflay,17077,48.81N,2.19E
Viry-Chatillon,32115,48.67N,2.37E
Vitre,18756,48.13N,1.23W
Vitrolles,40236,43.47N,5.24E
Vitry-le-Francois,17599,48.73N,4.59E
Vitry-sur-Seine,83162,48.79N,2.39E
Voiron,23563,45.38N,5.57E
Voisins-le-Bretonneux,14708,48.76N,2.04E
Voreppe,10779,45.30N,5.63E
Wasquehal,19826,50.66N,3.14E
Wattignies,14873,50.59N,3.04E
Wattrelos,42627,50.71N,3.21E
Wittelsheim,10081,47.85N,7.21E
Wittenheim,16153,47.82N,7.32E
Woippy,13558,49.16N,6.15E
Yerres,30022,48.72N,2.49E
Yutz,16328,49.35N,6.20E
Yvetot,11301,49.63N,0.75E
Yzeure,13525,46.57N,3.35E
